member_id,age,self_identified_gender,join_date,membership_tenure_days,risk_level,churn,churn_label,engagement_score,engagement_level
MB01516,25,Non-binary,2023-08-03,720,Medium Risk,1,Churn,35.25,Medium Engagement
MB01517,45,Male,2022-11-09,987,High Risk,1,Churn,66.66666666666667,High Engagement
MB01518,19,Male,2024-10-06,290,Low Risk,0,Retained,52.16666666666667,Medium Engagement
MB01519,28,Female,2022-10-09,1018,High Risk,1,Churn,55.16666666666667,Medium Engagement
MB01520,37,Female,2025-04-19,95,Active,0,Retained,28.833333333333332,Low Engagement
MB01521,28,Male,2022-10-01,1026,High Risk,1,Churn,86.41666666666667,High Engagement
MB01522,33,Other (self-described),2024-06-13,405,Low Risk,0,Retained,39.416666666666664,Medium Engagement
MB01523,20,Female,2025-03-06,139,Active,0,Retained,19.166666666666664,Low Engagement
MB01524,19,Female,2024-01-22,548,Low Risk,0,Retained,41.0,Medium Engagement
MB01525,20,Male,2024-09-22,304,Low Risk,0,Retained,44.916666666666664,Medium Engagement
MB01526,14,Male,2024-08-23,334,Low Risk,0,Retained,87.16666666666667,High Engagement
MB01527,31,Non-binary,2024-07-30,358,Low Risk,0,Retained,40.91666666666667,Medium Engagement
MB01528,14,Female,2023-02-18,886,High Risk,1,Churn,44.16666666666667,Medium Engagement
MB01529,21,Male,2023-11-26,605,Medium Risk,1,Churn,70.33333333333334,High Engagement
MB01530,28,Male,2024-07-26,362,Low Risk,0,Retained,39.49999999999999,Medium Engagement
MB01531,33,Prefer not to say,2023-09-11,681,Medium Risk,1,Churn,11.333333333333334,Low Engagement
MB01532,29,Other (self-described),2023-05-22,793,Medium Risk,1,Churn,39.166666666666664,Medium Engagement
MB01533,37,Other (self-described),2024-09-05,321,Low Risk,0,Retained,23.333333333333332,Low Engagement
MB01534,13,Male,2024-04-08,471,Low Risk,0,Retained,6.166666666666667,Low Engagement
MB01535,49,Female,2025-02-13,160,Active,0,Retained,49.166666666666664,Medium Engagement
MB01536,19,Female,2024-12-12,223,Active,0,Retained,88.83333333333334,High Engagement
MB01537,13,Male,2023-06-28,756,Medium Risk,1,Churn,34.416666666666664,Low Engagement
MB01538,38,Female,2024-12-11,224,Active,0,Retained,63.583333333333336,High Engagement
MB01539,30,Non-binary,2023-12-11,590,Medium Risk,1,Churn,70.75,High Engagement
MB01540,48,Female,2023-05-29,786,Medium Risk,1,Churn,28.666666666666668,Low Engagement
MB01541,43,Non-binary,2025-03-01,144,Active,0,Retained,96.00000000000001,High Engagement
MB01542,24,Male,2023-10-27,635,Medium Risk,1,Churn,72.16666666666669,High Engagement
MB01543,45,Prefer not to say,2024-09-22,304,Low Risk,0,Retained,36.41666666666667,Medium Engagement
MB01544,19,Male,2022-09-01,1056,High Risk,1,Churn,21.666666666666668,Low Engagement
MB01545,46,Male,2024-01-25,545,Low Risk,0,Retained,37.16666666666667,Medium Engagement
MB01546,17,Female,2023-02-15,889,High Risk,1,Churn,49.5,Medium Engagement
MB01547,18,Male,2023-11-15,616,Medium Risk,1,Churn,47.0,Medium Engagement
MB01548,41,Non-binary,2025-05-07,77,Active,0,Retained,20.666666666666668,Low Engagement
MB01549,48,Male,2023-08-18,705,Medium Risk,1,Churn,41.416666666666664,Medium Engagement
MB01550,33,Male,2022-09-13,1044,High Risk,1,Churn,48.00000000000001,Medium Engagement
MB01551,16,Male,2023-09-21,671,Medium Risk,1,Churn,59.00000000000001,Medium Engagement
MB01552,31,Female,2023-02-01,903,High Risk,1,Churn,52.583333333333336,Medium Engagement
MB01553,33,Female,2022-11-24,972,High Risk,1,Churn,21.166666666666668,Low Engagement
MB01554,13,Male,2024-10-23,273,Active,0,Retained,26.75,Low Engagement
MB01555,33,Male,2024-11-09,256,Active,0,Retained,17.166666666666668,Low Engagement
MB01556,33,Prefer not to say,2023-09-11,681,Medium Risk,1,Churn,51.74999999999999,Medium Engagement
MB01557,44,Female,2024-04-11,468,Low Risk,0,Retained,10.666666666666668,Low Engagement
MB01558,34,Non-binary,2023-01-10,925,High Risk,1,Churn,23.833333333333336,Low Engagement
MB01559,26,Prefer not to say,2022-11-07,989,High Risk,1,Churn,46.833333333333336,Medium Engagement
MB01560,18,Female,2024-06-11,407,Low Risk,0,Retained,29.416666666666668,Low Engagement
MB01561,24,Female,2024-10-13,283,Low Risk,0,Retained,41.5,Medium Engagement
MB01562,23,Non-binary,2023-03-14,862,High Risk,1,Churn,53.833333333333336,Medium Engagement
MB01563,43,Male,2024-09-03,323,Low Risk,0,Retained,53.333333333333336,Medium Engagement
MB01564,46,Female,2023-01-28,907,High Risk,1,Churn,21.000000000000004,Low Engagement
MB01565,42,Female,2024-03-28,482,Low Risk,0,Retained,63.33333333333334,High Engagement
MB01566,32,Female,2023-07-13,741,Medium Risk,1,Churn,67.0,High Engagement
MB01567,45,Female,2025-03-13,132,Active,0,Retained,71.66666666666667,High Engagement
MB01568,20,Female,2023-08-28,695,Medium Risk,1,Churn,48.75,Medium Engagement
MB01569,37,Prefer not to say,2024-02-27,512,Low Risk,0,Retained,30.5,Low Engagement
MB01570,43,Male,2023-10-07,655,Medium Risk,1,Churn,80.0,High Engagement
MB01571,28,Male,2024-12-26,209,Active,0,Retained,34.333333333333336,Low Engagement
MB01572,34,Male,2023-04-30,815,Medium Risk,1,Churn,16.5,Low Engagement
MB01573,16,Female,2022-12-17,949,High Risk,1,Churn,13.666666666666666,Low Engagement
MB01574,47,Female,2024-11-04,261,Active,0,Retained,28.749999999999996,Low Engagement
MB01575,18,Prefer not to say,2025-03-13,132,Active,0,Retained,45.666666666666664,Medium Engagement
MB01576,30,Female,2025-05-28,56,Active,0,Retained,62.0,High Engagement
MB01577,33,Female,2023-08-09,714,Medium Risk,1,Churn,49.75000000000001,Medium Engagement
MB01578,33,Non-binary,2023-09-15,677,Medium Risk,1,Churn,51.583333333333336,Medium Engagement
MB01579,24,Female,2023-11-18,613,Medium Risk,1,Churn,26.666666666666668,Low Engagement
MB01580,22,Male,2024-10-18,278,Active,0,Retained,75.50000000000001,High Engagement
MB01581,30,Male,2024-05-02,447,Low Risk,0,Retained,42.833333333333336,Medium Engagement
MB01582,41,Non-binary,2023-09-28,664,Medium Risk,1,Churn,40.5,Medium Engagement
MB01583,30,Male,2024-01-10,560,Low Risk,0,Retained,57.333333333333336,Medium Engagement
MB01584,35,Female,2022-08-06,1082,High Risk,1,Churn,41.41666666666667,Medium Engagement
MB01585,27,Male,2025-01-28,176,Active,0,Retained,64.75000000000001,High Engagement
MB01586,34,Non-binary,2023-06-13,771,Medium Risk,1,Churn,43.16666666666666,Medium Engagement
MB01587,20,Female,2024-04-18,461,Low Risk,0,Retained,63.75000000000001,High Engagement
MB01588,34,Non-binary,2024-03-23,487,Low Risk,0,Retained,64.33333333333334,High Engagement
MB01589,40,Male,2023-05-20,795,Medium Risk,1,Churn,46.583333333333336,Medium Engagement
MB01590,16,Female,2023-06-16,768,Medium Risk,1,Churn,45.83333333333333,Medium Engagement
MB01591,25,Prefer not to say,2022-08-02,1086,High Risk,1,Churn,38.33333333333333,Medium Engagement
MB01592,46,Male,2025-02-06,167,Active,0,Retained,37.16666666666667,Medium Engagement
MB01593,19,Female,2025-03-04,141,Active,0,Retained,40.416666666666664,Medium Engagement
MB01594,43,Female,2023-05-13,802,Medium Risk,1,Churn,85.00000000000001,High Engagement
MB01595,37,Male,2023-10-16,646,Medium Risk,1,Churn,51.33333333333333,Medium Engagement
MB01596,26,Other (self-described),2024-09-04,322,Low Risk,0,Retained,62.5,High Engagement
MB01597,36,Non-binary,2025-03-30,115,Active,0,Retained,63.0,High Engagement
MB01598,39,Female,2025-03-23,122,Active,0,Retained,53.833333333333336,Medium Engagement
MB01599,26,Male,2022-11-13,983,High Risk,1,Churn,28.083333333333332,Low Engagement
MB01600,27,Male,2024-11-30,235,Active,0,Retained,33.416666666666664,Low Engagement
MB01601,16,Female,2024-07-13,375,Low Risk,0,Retained,28.666666666666668,Low Engagement
MB01602,28,Female,2024-10-24,272,Active,0,Retained,18.583333333333336,Low Engagement
MB01603,24,Female,2024-06-09,409,Low Risk,0,Retained,69.91666666666667,High Engagement
MB01604,43,Male,2025-04-10,104,Active,0,Retained,18.5,Low Engagement
MB01605,24,Prefer not to say,2023-12-18,583,Medium Risk,1,Churn,28.749999999999996,Low Engagement
MB01606,33,Male,2025-04-11,103,Active,0,Retained,42.75000000000001,Medium Engagement
MB01607,45,Other (self-described),2023-02-21,883,High Risk,1,Churn,38.0,Medium Engagement
MB01608,21,Male,2024-10-17,279,Low Risk,0,Retained,30.333333333333336,Low Engagement
MB01609,24,Non-binary,2023-11-25,606,Medium Risk,1,Churn,34.0,Low Engagement
MB01610,37,Male,2022-11-28,968,High Risk,1,Churn,51.33333333333333,Medium Engagement
MB01611,35,Non-binary,2023-07-30,724,Medium Risk,1,Churn,34.75,Low Engagement
MB01612,43,Female,2023-12-03,598,Medium Risk,1,Churn,48.833333333333336,Medium Engagement
MB01613,14,Male,2024-07-12,376,Low Risk,0,Retained,59.75,Medium Engagement
MB01614,44,Female,2024-07-03,385,Low Risk,0,Retained,16.166666666666668,Low Engagement
MB01615,47,Prefer not to say,2023-07-10,744,Medium Risk,1,Churn,50.583333333333336,Medium Engagement
MB01616,30,Female,2022-07-30,1089,High Risk,1,Churn,58.50000000000001,Medium Engagement
MB01617,43,Prefer not to say,2023-07-19,735,Medium Risk,1,Churn,33.0,Low Engagement
MB01618,41,Female,2023-11-06,625,Medium Risk,1,Churn,51.75000000000001,Medium Engagement
MB01619,43,Male,2023-05-06,809,Medium Risk,1,Churn,80.0,High Engagement
MB01620,15,Male,2024-02-13,526,Low Risk,0,Retained,45.0,Medium Engagement
MB01621,47,Prefer not to say,2025-04-19,95,Active,0,Retained,50.583333333333336,Medium Engagement
MB01622,18,Female,2023-11-02,629,Medium Risk,1,Churn,29.416666666666668,Low Engagement
MB01623,25,Male,2022-09-07,1050,High Risk,1,Churn,60.58333333333334,High Engagement
MB01624,45,Male,2024-12-18,217,Active,0,Retained,60.416666666666664,High Engagement
MB01625,41,Prefer not to say,2023-06-19,765,Medium Risk,1,Churn,56.25,Medium Engagement
MB01626,33,Male,2024-11-21,244,Active,0,Retained,47.333333333333336,Medium Engagement
MB01627,18,Male,2023-11-30,601,Medium Risk,1,Churn,39.416666666666664,Medium Engagement
MB01628,39,Female,2025-03-12,133,Active,0,Retained,12.75,Low Engagement
MB01629,32,Female,2024-02-29,510,Low Risk,0,Retained,84.00000000000001,High Engagement
MB01630,15,Male,2023-04-09,836,High Risk,1,Churn,45.0,Medium Engagement
MB01631,30,Non-binary,2024-06-17,401,Low Risk,0,Retained,59.333333333333336,Medium Engagement
MB01632,47,Non-binary,2023-07-15,739,Medium Risk,1,Churn,59.833333333333336,Medium Engagement
MB01633,30,Female,2023-02-26,878,High Risk,1,Churn,58.50000000000001,Medium Engagement
MB01634,17,Prefer not to say,2022-10-09,1018,High Risk,1,Churn,63.916666666666664,High Engagement
MB01635,48,Male,2024-10-16,280,Low Risk,0,Retained,41.33333333333333,Medium Engagement
MB01636,32,Female,2024-04-23,456,Low Risk,0,Retained,67.0,High Engagement
MB01637,12,Female,2025-01-11,193,Active,0,Retained,52.16666666666667,Medium Engagement
MB01638,30,Prefer not to say,2022-08-01,1087,High Risk,1,Churn,37.66666666666667,Medium Engagement
MB01639,49,Non-binary,2022-10-09,1018,High Risk,1,Churn,27.166666666666668,Low Engagement
MB01640,35,Male,2023-11-25,606,Medium Risk,1,Churn,32.0,Low Engagement
MB01641,24,Female,2023-01-08,927,High Risk,1,Churn,26.666666666666668,Low Engagement
MB01642,49,Female,2023-12-16,585,Medium Risk,1,Churn,29.08333333333334,Low Engagement
MB01643,26,Male,2023-08-28,695,Medium Risk,1,Churn,63.166666666666686,High Engagement
MB01644,21,Female,2025-03-20,125,Active,0,Retained,82.83333333333334,High Engagement
MB01645,45,Prefer not to say,2023-04-10,835,High Risk,1,Churn,40.75,Medium Engagement
MB01646,47,Female,2025-02-06,167,Active,0,Retained,36.75,Medium Engagement
MB01647,36,Female,2023-01-25,910,High Risk,1,Churn,53.08333333333333,Medium Engagement
MB01648,25,Prefer not to say,2023-03-13,863,High Risk,1,Churn,34.583333333333336,Low Engagement
MB01649,32,Female,2023-05-30,785,Medium Risk,1,Churn,84.00000000000001,High Engagement
MB01650,19,Female,2025-05-15,69,Active,0,Retained,35.75000000000001,Medium Engagement
MB01651,13,Male,2024-08-04,353,Low Risk,0,Retained,37.83333333333333,Medium Engagement
MB01652,20,Female,2024-09-15,311,Low Risk,0,Retained,65.33333333333334,High Engagement
MB01653,43,Female,2024-06-04,414,Low Risk,0,Retained,33.75,Low Engagement
MB01654,26,Prefer not to say,2025-03-21,124,Active,0,Retained,84.75000000000001,High Engagement
MB01655,35,Female,2022-09-29,1028,High Risk,1,Churn,36.0,Medium Engagement
MB01656,19,Male,2023-11-11,620,Medium Risk,1,Churn,57.25,Medium Engagement
MB01657,16,Female,2024-08-01,356,Low Risk,0,Retained,32.666666666666664,Low Engagement
MB01658,23,Non-binary,2024-04-26,453,Low Risk,0,Retained,51.083333333333336,Medium Engagement
MB01659,17,Male,2024-03-03,507,Low Risk,0,Retained,12.000000000000002,Low Engagement
MB01660,40,Female,2023-09-22,670,Medium Risk,1,Churn,29.500000000000004,Low Engagement
MB01661,21,Male,2023-12-21,580,Medium Risk,1,Churn,51.0,Medium Engagement
MB01662,32,Female,2022-10-17,1010,High Risk,1,Churn,58.25,Medium Engagement
MB01663,29,Non-binary,2024-01-10,560,Low Risk,0,Retained,50.25000000000001,Medium Engagement
MB01664,38,Male,2022-08-01,1087,High Risk,1,Churn,48.666666666666664,Medium Engagement
MB01665,24,Other (self-described),2022-12-29,937,High Risk,1,Churn,33.0,Low Engagement
MB01666,37,Non-binary,2024-11-12,253,Active,0,Retained,35.83333333333334,Medium Engagement
MB01667,30,Other (self-described),2022-10-05,1022,High Risk,1,Churn,35.75000000000001,Medium Engagement
MB01668,26,Female,2025-02-19,154,Active,0,Retained,46.75,Medium Engagement
MB01669,12,Female,2023-02-03,901,High Risk,1,Churn,48.083333333333336,Medium Engagement
MB01670,39,Male,2024-05-13,436,Low Risk,0,Retained,69.08333333333334,High Engagement
MB01671,33,Prefer not to say,2022-11-30,966,High Risk,1,Churn,51.74999999999999,Medium Engagement
MB01672,26,Female,2022-12-11,955,High Risk,1,Churn,19.333333333333332,Low Engagement
MB01673,23,Non-binary,2023-02-15,889,High Risk,1,Churn,86.33333333333334,High Engagement
MB01674,20,Female,2023-03-04,872,High Risk,1,Churn,28.666666666666668,Low Engagement
MB01675,40,Male,2024-08-02,355,Low Risk,0,Retained,48.91666666666667,Medium Engagement
MB01676,14,Female,2025-03-28,117,Active,0,Retained,52.33333333333333,Medium Engagement
MB01677,40,Female,2024-04-19,460,Low Risk,0,Retained,31.5,Low Engagement
MB01678,42,Male,2024-12-20,215,Active,0,Retained,74.00000000000001,High Engagement
MB01679,43,Non-binary,2023-06-13,771,Medium Risk,1,Churn,50.5,Medium Engagement
MB01680,32,Female,2024-06-19,399,Low Risk,0,Retained,83.0,High Engagement
MB01681,21,Male,2022-08-18,1070,High Risk,1,Churn,36.666666666666664,Medium Engagement
MB01682,22,Male,2023-08-10,713,Medium Risk,1,Churn,73.33333333333334,High Engagement
MB01683,12,Female,2023-01-29,906,High Risk,1,Churn,27.750000000000004,Low Engagement
MB01684,14,Male,2025-02-01,172,Active,0,Retained,48.083333333333336,Medium Engagement
MB01685,14,Male,2022-12-17,949,High Risk,1,Churn,26.833333333333332,Low Engagement
MB01686,36,Male,2022-10-14,1013,High Risk,1,Churn,53.91666666666667,Medium Engagement
MB01687,21,Prefer not to say,2024-01-21,549,Low Risk,0,Retained,47.41666666666667,Medium Engagement
MB01688,43,Non-binary,2023-09-16,676,Medium Risk,1,Churn,50.5,Medium Engagement
MB01689,33,Prefer not to say,2023-03-31,845,High Risk,1,Churn,11.333333333333334,Low Engagement
MB01690,21,Female,2024-12-18,217,Active,0,Retained,22.083333333333336,Low Engagement
MB01691,43,Prefer not to say,2024-01-04,566,Medium Risk,1,Churn,33.0,Low Engagement
MB01692,12,Female,2024-04-24,455,Low Risk,0,Retained,32.99999999999999,Low Engagement
MB01693,36,Male,2025-01-18,186,Active,0,Retained,37.16666666666667,Medium Engagement
MB01694,21,Male,2024-05-27,422,Low Risk,0,Retained,89.83333333333334,High Engagement
MB01695,45,Female,2025-04-11,103,Active,0,Retained,44.583333333333336,Medium Engagement
MB01696,45,Other (self-described),2025-05-26,58,Active,0,Retained,26.833333333333332,Low Engagement
MB01697,33,Other (self-described),2025-01-30,174,Active,0,Retained,39.416666666666664,Medium Engagement
MB01698,20,Female,2022-09-01,1056,High Risk,1,Churn,66.83333333333334,High Engagement
MB01699,19,Female,2023-11-15,616,Medium Risk,1,Churn,31.75,Low Engagement
MB01700,40,Male,2022-08-29,1059,High Risk,1,Churn,43.583333333333336,Medium Engagement
MB01701,49,Male,2024-03-19,491,Low Risk,0,Retained,33.833333333333336,Low Engagement
MB01702,19,Male,2024-07-25,363,Low Risk,0,Retained,57.25,Medium Engagement
MB01703,23,Female,2023-12-31,570,Medium Risk,1,Churn,38.91666666666666,Medium Engagement
MB01704,48,Male,2024-03-11,499,Low Risk,0,Retained,48.50000000000001,Medium Engagement
MB01705,38,Female,2025-03-02,143,Active,0,Retained,63.583333333333336,High Engagement
MB01706,49,Female,2023-08-10,713,Medium Risk,1,Churn,45.5,Medium Engagement
MB01707,21,Prefer not to say,2024-11-04,261,Active,0,Retained,47.41666666666667,Medium Engagement
MB01708,42,Female,2023-09-02,690,Medium Risk,1,Churn,83.41666666666667,High Engagement
MB01709,17,Female,2023-07-31,723,Medium Risk,1,Churn,64.00000000000001,High Engagement
MB01710,29,Non-binary,2025-01-12,192,Active,0,Retained,44.83333333333333,Medium Engagement
MB01711,33,Female,2025-04-18,96,Active,0,Retained,19.333333333333332,Low Engagement
MB01712,29,Non-binary,2023-03-14,862,High Risk,1,Churn,48.50000000000001,Medium Engagement
MB01713,39,Male,2024-02-19,520,Low Risk,0,Retained,61.16666666666667,High Engagement
MB01714,28,Non-binary,2025-04-22,92,Active,0,Retained,38.916666666666664,Medium Engagement
MB01715,19,Female,2022-07-29,1090,High Risk,1,Churn,40.416666666666664,Medium Engagement
MB01716,27,Male,2025-04-22,92,Active,0,Retained,54.75,Medium Engagement
MB01717,26,Female,2023-06-13,771,Medium Risk,1,Churn,78.5,High Engagement
MB01718,43,Non-binary,2022-08-10,1078,High Risk,1,Churn,50.5,Medium Engagement
MB01719,30,Non-binary,2024-10-11,285,Low Risk,0,Retained,52.583333333333336,Medium Engagement
MB01720,45,Male,2025-01-22,182,Active,0,Retained,60.50000000000001,High Engagement
MB01721,25,Male,2025-02-13,160,Active,0,Retained,27.500000000000004,Low Engagement
MB01722,19,Female,2024-08-04,353,Low Risk,0,Retained,35.75000000000001,Medium Engagement
MB01723,48,Other (self-described),2025-03-07,138,Active,0,Retained,59.333333333333336,Medium Engagement
MB01724,28,Male,2023-06-16,768,Medium Risk,1,Churn,86.41666666666667,High Engagement
MB01725,14,Other (self-described),2025-04-17,97,Active,0,Retained,50.25000000000001,Medium Engagement
MB01726,39,Female,2023-12-28,573,Medium Risk,1,Churn,40.0,Medium Engagement
MB01727,33,Female,2022-07-27,1092,High Risk,1,Churn,19.333333333333332,Low Engagement
MB01728,17,Female,2023-02-07,897,High Risk,1,Churn,76.5,High Engagement
MB01729,24,Female,2023-09-06,686,Medium Risk,1,Churn,63.25000000000001,High Engagement
MB01730,12,Male,2024-07-31,357,Low Risk,0,Retained,69.33333333333334,High Engagement
MB01731,26,Male,2023-08-28,695,Medium Risk,1,Churn,24.333333333333336,Low Engagement
MB01732,23,Female,2023-12-09,592,Medium Risk,1,Churn,53.58333333333333,Medium Engagement
MB01733,13,Male,2024-03-26,484,Low Risk,0,Retained,50.66666666666667,Medium Engagement
MB01734,25,Female,2025-02-03,170,Active,0,Retained,40.583333333333336,Medium Engagement
MB01735,34,Male,2022-11-21,975,High Risk,1,Churn,36.91666666666667,Medium Engagement
MB01736,30,Non-binary,2024-02-29,510,Low Risk,0,Retained,59.333333333333336,Medium Engagement
MB01737,49,Female,2024-11-27,238,Active,0,Retained,42.25000000000001,Medium Engagement
MB01738,33,Female,2024-05-27,422,Low Risk,0,Retained,66.5,High Engagement
MB01739,31,Non-binary,2024-04-07,472,Low Risk,0,Retained,40.91666666666667,Medium Engagement
MB01740,24,Other (self-described),2023-01-23,912,High Risk,1,Churn,58.833333333333336,Medium Engagement
MB01741,49,Male,2023-05-03,812,Medium Risk,1,Churn,26.916666666666668,Low Engagement
MB01742,34,Prefer not to say,2023-03-26,850,High Risk,1,Churn,35.83333333333334,Medium Engagement
MB01743,40,Female,2025-06-11,42,Active,0,Retained,31.5,Low Engagement
MB01744,49,Female,2024-04-05,474,Low Risk,0,Retained,68.5,High Engagement
MB01745,16,Male,2024-01-27,543,Low Risk,0,Retained,40.0,Medium Engagement
MB01746,47,Prefer not to say,2025-06-02,51,Active,0,Retained,50.583333333333336,Medium Engagement
MB01747,37,Male,2024-09-19,307,Low Risk,0,Retained,92.5,High Engagement
MB01748,34,Male,2023-04-05,840,High Risk,1,Churn,46.333333333333336,Medium Engagement
MB01749,16,Female,2025-01-27,177,Active,0,Retained,22.749999999999996,Low Engagement
MB01750,27,Male,2023-11-30,601,Medium Risk,1,Churn,54.75,Medium Engagement
MB01751,24,Female,2024-11-05,260,Active,0,Retained,44.166666666666664,Medium Engagement
MB01752,24,Female,2025-06-10,43,Active,0,Retained,31.25,Low Engagement
MB01753,49,Female,2024-10-09,287,Low Risk,0,Retained,45.833333333333336,Medium Engagement
MB01754,30,Male,2022-08-18,1070,High Risk,1,Churn,57.333333333333336,Medium Engagement
MB01755,15,Male,2023-02-20,884,High Risk,1,Churn,49.833333333333336,Medium Engagement
MB01756,36,Male,2022-09-05,1052,High Risk,1,Churn,53.41666666666667,Medium Engagement
MB01757,24,Male,2024-01-20,550,Low Risk,0,Retained,40.666666666666664,Medium Engagement
MB01758,48,Male,2025-02-26,147,Active,0,Retained,34.91666666666667,Low Engagement
MB01759,16,Male,2023-11-17,614,Medium Risk,1,Churn,45.833333333333336,Medium Engagement
MB01760,14,Female,2024-02-25,514,Low Risk,0,Retained,57.50000000000001,Medium Engagement
MB01761,49,Prefer not to say,2023-01-05,930,High Risk,1,Churn,43.50000000000001,Medium Engagement
MB01762,27,Male,2025-03-10,135,Active,0,Retained,54.75,Medium Engagement
MB01763,44,Prefer not to say,2024-01-20,550,Low Risk,0,Retained,92.0,High Engagement
MB01764,37,Female,2025-01-14,190,Active,0,Retained,15.666666666666668,Low Engagement
MB01765,21,Female,2024-07-12,376,Low Risk,0,Retained,82.83333333333334,High Engagement
MB01766,28,Male,2023-04-29,816,Medium Risk,1,Churn,86.41666666666667,High Engagement
MB01767,33,Female,2024-02-02,537,Low Risk,0,Retained,19.333333333333332,Low Engagement
MB01768,16,Non-binary,2024-05-18,431,Low Risk,0,Retained,42.83333333333333,Medium Engagement
MB01769,33,Male,2024-04-28,451,Low Risk,0,Retained,60.00000000000001,High Engagement
MB01770,36,Male,2024-02-19,520,Low Risk,0,Retained,53.41666666666667,Medium Engagement
MB01771,15,Other (self-described),2023-03-09,867,High Risk,1,Churn,41.833333333333336,Medium Engagement
MB01772,35,Female,2022-11-15,981,High Risk,1,Churn,59.166666666666664,Medium Engagement
MB01773,15,Male,2022-09-09,1048,High Risk,1,Churn,73.50000000000001,High Engagement
MB01774,15,Male,2023-03-07,869,High Risk,1,Churn,45.0,Medium Engagement
MB01775,16,Prefer not to say,2024-07-22,366,Low Risk,0,Retained,43.25,Medium Engagement
MB01776,46,Female,2023-06-21,763,Medium Risk,1,Churn,46.25,Medium Engagement
MB01777,46,Female,2024-03-13,497,Low Risk,0,Retained,68.83333333333333,High Engagement
MB01778,40,Male,2024-09-24,302,Low Risk,0,Retained,47.833333333333336,Medium Engagement
MB01779,27,Male,2023-01-09,926,High Risk,1,Churn,44.66666666666667,Medium Engagement
MB01780,27,Female,2025-05-13,71,Active,0,Retained,66.83333333333333,High Engagement
MB01781,38,Female,2022-11-05,991,High Risk,1,Churn,74.16666666666667,High Engagement
MB01782,34,Male,2024-02-17,522,Low Risk,0,Retained,59.333333333333336,Medium Engagement
MB01783,26,Non-binary,2023-08-14,709,Medium Risk,1,Churn,39.5,Medium Engagement
MB01784,49,Non-binary,2023-07-21,733,Medium Risk,1,Churn,17.0,Low Engagement
MB01785,32,Female,2022-11-12,984,High Risk,1,Churn,84.00000000000001,High Engagement
MB01786,41,Non-binary,2023-08-14,709,Medium Risk,1,Churn,57.58333333333333,Medium Engagement
MB01787,22,Female,2023-09-08,684,Medium Risk,1,Churn,78.5,High Engagement
MB01788,44,Other (self-described),2025-04-13,101,Active,0,Retained,40.25,Medium Engagement
MB01789,30,Female,2023-12-18,583,Medium Risk,1,Churn,62.0,High Engagement
MB01790,41,Non-binary,2025-01-14,190,Active,0,Retained,57.58333333333333,Medium Engagement
MB01791,31,Male,2023-04-29,816,Medium Risk,1,Churn,47.91666666666667,Medium Engagement
MB01792,23,Female,2023-12-25,576,Medium Risk,1,Churn,54.41666666666667,Medium Engagement
MB01793,22,Male,2023-06-29,755,Medium Risk,1,Churn,38.33333333333333,Medium Engagement
MB01794,15,Male,2025-05-09,75,Active,0,Retained,28.166666666666668,Low Engagement
MB01795,48,Non-binary,2025-03-24,121,Active,0,Retained,34.333333333333336,Low Engagement
MB01796,47,Other (self-described),2023-05-22,793,Medium Risk,1,Churn,11.666666666666666,Low Engagement
MB01797,33,Female,2025-04-07,107,Active,0,Retained,19.333333333333332,Low Engagement
MB01798,17,Female,2025-04-08,106,Active,0,Retained,74.16666666666667,High Engagement
MB01799,17,Prefer not to say,2025-06-10,43,Active,0,Retained,53.25000000000001,Medium Engagement
MB01800,44,Male,2022-09-08,1049,High Risk,1,Churn,55.666666666666664,Medium Engagement
MB01801,27,Non-binary,2023-04-29,816,Medium Risk,1,Churn,30.91666666666667,Low Engagement
MB01802,49,Male,2024-06-11,407,Low Risk,0,Retained,14.166666666666666,Low Engagement
MB01803,38,Female,2024-08-11,346,Low Risk,0,Retained,58.00000000000001,Medium Engagement
MB01804,26,Prefer not to say,2024-06-15,403,Low Risk,0,Retained,84.75000000000001,High Engagement
MB01805,19,Male,2023-03-20,856,High Risk,1,Churn,57.25,Medium Engagement
MB01806,45,Prefer not to say,2023-07-19,735,Medium Risk,1,Churn,47.166666666666664,Medium Engagement
MB01807,22,Male,2024-12-07,228,Active,0,Retained,77.83333333333333,High Engagement
MB01808,26,Female,2024-12-19,216,Active,0,Retained,43.41666666666667,Medium Engagement
MB01809,16,Prefer not to say,2025-03-10,135,Active,0,Retained,54.0,Medium Engagement
MB01810,43,Other (self-described),2023-07-20,734,Medium Risk,1,Churn,75.16666666666667,High Engagement
MB01811,26,Female,2023-03-31,845,High Risk,1,Churn,70.66666666666667,High Engagement
MB01812,21,Male,2024-09-13,313,Low Risk,0,Retained,9.000000000000002,Low Engagement
MB01813,15,Female,2025-05-31,53,Active,0,Retained,33.416666666666664,Low Engagement
MB01814,39,Female,2025-03-27,118,Active,0,Retained,40.0,Medium Engagement
MB01815,18,Male,2022-08-27,1061,High Risk,1,Churn,40.666666666666664,Medium Engagement
MB01816,43,Prefer not to say,2024-08-12,345,Low Risk,0,Retained,25.16666666666667,Low Engagement
MB01817,44,Male,2023-03-26,850,High Risk,1,Churn,15.416666666666668,Low Engagement
MB01818,46,Male,2023-08-27,696,Medium Risk,1,Churn,98.00000000000001,High Engagement
MB01819,34,Prefer not to say,2024-05-12,437,Low Risk,0,Retained,37.583333333333336,Medium Engagement
